AFCODI,CVCVEN,CVCPRO,CVDPRO,CVPVEN,CVPPUB,CVSCO1,CVSCO2,CVDVAL,AFFPRZ,AFAIVA,AFDVA1,AFPEU1,CVCPAG
037770346,DG,9980955,PERINDOPRIL DOC G*30CPR 8MG,0,0,"38,35",0,205012310,,10,20111215,00007140,
041312036,DG,9981671,IBUPROFENE DOC G*OS GRAT30BUST,0,0,"38,35",0,205012310,,10,20120112,00004490,
039659014,DG,9982336,"BETAMETASONE DOC*6F 1,5MG 2ML",0,0,"38,35",0,205012310,,10,20120708,00002500,
039659026,DG,9982337,BETAMETASONE DOC*3F 4MG 2ML,0,0,"38,35",0,205012310,,10,20120708,00002300,
040721072,DG,9982560,DONEPEZIL DOC G*28CPR RIV 10MG,0,0,"38,35",0,205012310,,10,20140511,00018000,
040721019,DG,9982569,DONEPEZIL DOC G*28CPR RIV 5MG,0,0,"38,35",0,205012310,,10,20140511,00013000,
040682015,DG,9983622,QUETIAPINA DOC*6CPR RIV 25MG,0,0,"38,35",0,205012310,,10,20120326,00001840,
040682027,DG,9983623,QUETIAPINA DOC*30CPR RIV 25MG,0,0,"38,35",0,205012310,,10,20110709,00009270,
040682080,DG,9983624,QUETIAPINA DOC*60CPR RIV 100MG,0,0,"38,35",0,205012310,,10,20121012,00040000,
040682092,DG,9983625,QUETIAPINA DOC*60CPR RIV 200MG,0,0,"38,35",0,205012310,,10,20121012,00050000,
041341114,DG,9985189,CANDESARTAN DOC G.*28CPR 8MG,0,0,"38,35",0,205012310,,10,20151015,00005830,
041341191,DG,9985190,CANDESARTAN DOC G.*28CPR 16MG,0,0,"38,35",0,205012310,,10,20151015,00007550,
041341278,DG,9985191,CANDESARTAN DOC G.*28CPR 32MG,0,0,"38,35",0,205012310,,10,20151009,00009290,
039815372,DG,9985602,VALSARTAN DOC G*28CPR RIV320MG,0,0,"38,35",0,205012310,,10,20151015,00010000,
040186013,DG,9985942,ACIDO IBANDR.DG*1CPR RIV 150MG,0,0,"38,35",0,205012310,,10,20151009,00013000,
039887068,DG,9986882,"ZOLMITRIPTAN DOCG*3CPR RIV2,5M",0,0,"38,35",0,205012310,,10,20120527,00007540,
039887031,DG,9986883,"ZOLMITRIPTAN DOCG*6CPR ORO2,5M",0,0,"38,35",0,205012310,,10,20210801,00013590,
040686014,DG,9987427,RISEDRONATO DOC*2CPR RIV 75MG,0,0,"38,35",0,205012310,,10,20140103,00012000,
040508119,DG,9989013,"CANDESARTAN ID DOC*28CPR16+12,",0,0,"38,35",0,205012310,,10,20151015,00007280,
040257014,DG,9989831,ROPINIROLO DOC*28CPR 2MG RP,0,0,"38,35",0,205012310,,10,20121012,00009500,
040257026,DG,9989832,ROPINIROLO DOC*28CPR 4MG RP,0,0,"38,35",0,205012310,,10,20121012,00018000,
040257038,DG,9989833,ROPINIROLO DOC*28CPR 8MG RP,0,0,"38,35",0,205012310,,10,20121012,00033000,
040682142,DG,9989834,QUETIAPINA DOC*60CPR RIV 300MG,0,0,"38,35",0,205012310,,10,20121012,00060000,
040865065,DG,9989970,IRBESARTAN DOC*28CPR 150MG,0,0,"38,35",0,205012310,,10,20151015,00006440,
040865103,DG,9989972,IRBESARTAN DOC*28CPR 300MG,0,0,"38,35",0,205012310,,10,20151015,00008650,
040508196,DG,9990017,"CANDESARTAN ID DOC*28CPR32+12,",0,0,"38,35",0,205012310,,10,20151015,00009130,
040508311,DG,9990018,CANDESARTAN ID DOC*28CPR 32+25,0,0,"38,35",0,205012310,,10,20151015,00009130,
039508015,DG,9991287,AZITROMICINA DOC*3CPR RIV500MG,0,0,"38,35",0,205012310,,10,20121104,00006320,
040681013,DG,9991470,RABEPRAZOLO DOC*14CPR GASTR 10,0,0,"38,35",0,205012310,,10,20121115,00003210,
040681025,DG,9991471,RABEPRAZOLO DOC*14CPR GASTR 20,0,0,"38,35",0,205012310,,10,20121108,00005890,
042117010,DG,9993167,CEFIXIMA DOC*5CPR RIV 400MG,0,0,"38,35",0,205012310,,10,20141128,00009660,
040368021,DG,9994008,MONTELUKAST DOC*28CPR RIV 10MG,0,0,"38,35",0,205012310,,10,20130201,00014500,
040471070,DG,9994009,MONTELUKAST DOC*28CPR MAST 4MG,0,0,"38,35",0,205012310,,10,20130201,00014500,
040471029,DG,9994010,MONTELUKAST DOC*28CPR MAST 5MG,0,0,"38,35",0,205012310,,10,20130201,00014500,
040633024,DG,9994339,PIOGLITAZONE DOC*28CPR 15MG,0,0,"38,35",0,205012310,,10,20140103,00010000,
040633125,DG,9994340,PIOGLITAZONE DOC*28CPR 30MG,0,0,"38,35",0,205012310,,10,20140103,00015000,
041986011,DG,9996881,LEVETIRACETAM DOC*60CPR 500MG,0,0,"38,35",0,205012310,,10,20130212,00037670,
041986023,DG,9996882,LEVETIRACETAM DOC*30CPR 1000MG,0,0,"38,35",0,205012310,,10,20130212,00036160,
041321035,DG,9997486,ATORVASTATINA DOC*30CPR 10MG,0,0,"38,35",0,205012310,,10,20130327,00004350,
041321098,DG,9997487,ATORVASTATINA DOC*30CPR 20MG,0,0,"38,35",0,205012310,,10,20130327,00007960,
041321151,DG,9997488,ATORVASTATINA DOC*30CPR 40MG,0,0,"38,35",0,205012310,,10,20130327,00009560,
041321213,DG,9997489,ATORVASTATINA DOC*30CPR 80MG,0,0,"38,35",0,205012310,,10,20130327,00013000,
041071046,DG,9998204,FENOFIBRATO DOC*30CPR 145MG,0,0,"38,35",0,205012310,,10,20130630,00006770,
041202072,DG,9999067,RIZATRIPTAN DOC*3CPR ORO 10MG,0,0,"38,35",0,205012310,,10,20130302,00008280,
041202084,DG,9999068,RIZATRIPTAN DOC*6CPR ORO 10MG,0,0,"38,35",0,205012310,,10,20130302,00014160,
042179010,DG,9999274,ACIDO ACETILS DOC*30CPR 100MG,0,0,"38,35",0,205012310,,10,20130904,00001410,
037741016,DG,9944770,"ENALAPRIL ID.DOC*14CPR 20+12,5",0,0,"38,35",0,205012310,,10,20151015,00004400,
037879107,DG,9944815,FLUCONAZOLO DOC G.*10CPS 100MG,0,0,"38,35",0,205012310,,10,20110421,00026630,
037879172,DG,9944816,FLUCONAZOLO DOC G.*2CPS 150MG,0,0,"38,35",0,205012310,,10,20150906,00008280,
037879234,DG,9944817,FLUCONAZOLO DOC G.*7CPS 200MG,0,0,"38,35",0,205012310,,10,20110421,00033520,
037626037,DG,9945334,"RAMIPRIL IDR.DOC*14CPR 2,5+12,",0,0,"38,35",0,205012310,,10,20111113,00001740,
037626138,DG,9945335,RAMIPRIL IDR.DOC*14CPR 5+25MG,0,0,"38,35",0,205012310,,10,20151015,00002380,
038092019,DG,9945348,AMLODIPINA DOC*28CPR 5MG,0,0,"38,35",0,205012310,,10,20110826,00003740,
038092021,DG,9945349,AMLODIPINA DOC*14CPR 10MG,0,0,"38,35",0,205012310,,10,20110826,00003260,
037683125,DG,9945350,PRAVASTATINA DOC G.*10CPR 20MG,0,0,"38,35",0,205012310,,10,20110421,00002000,
037683339,DG,9945351,PRAVASTATINA DOC G.*14CPR 40MG,0,0,"38,35",0,205012310,,10,20151015,00006000,
037621404,DG,9945352,RAMIPRIL DOC G.*28CPR 10MG,0,0,"38,35",0,205012310,,10,20190531,00005690,
037621048,DG,9945353,"RAMIPRIL DOC G.*28CPR 2,5MG",0,0,"38,35",0,205012310,,10,20151015,00002740,
037621202,DG,9945354,RAMIPRIL DOC G.*14CPR 5MG,0,0,"38,35",0,205012310,,10,20190531,00002170,
038060012,DG,9945360,LISINOPRIL DOC*14CPR 5MG,0,0,"38,35",0,205012310,,10,20110421,00002100,
038060063,DG,9945361,LISINOPRIL DOC*14CPR 20MG,0,0,"38,35",0,205012310,,10,20151015,00003300,
037520018,DG,9952706,ALENDRONATO DOC*4CPR 70MG,0,0,"38,35",0,205012310,,10,20151015,00013480,
035054055,DG,9952707,METOPROLOLO DOC G.*30CPR 100MG,0,0,"38,35",0,205012310,,10,20110421,00002950,
035054067,DG,9952708,METOPROLOLO DOC*28CPR 200MG,0,0,"38,35",0,205012310,,10,20100121,00006200,
037850017,DG,9953525,KETOROLAC DOC GEN.*3F 30MG/ML,0,0,"38,35",0,205012310,,10,20111215,00002160,
038423012,DG,9954059,ALFUZOSINA DOC G*30CPR 10MGR.P,0,0,"38,35",0,205012310,,10,20110923,00008780,
038497032,DG,9957367,CLARITROMICINA DOC*14CPR 500MG,0,0,"38,35",0,205012310,,10,20190712,00008010,
038466076,DG,9957476,VENLAFAXINA DOC*14CPS 75MG RP,0,0,"38,35",0,205012310,,10,20110421,00005600,
038466138,DG,9957477,VENLAFAXINA DOC*10CPS 150MG RP,0,0,"38,35",0,205012310,,10,20110421,00008010,
036794016,DG,9957627,TERBINAFINA DOC*8CPR 250MG,0,0,"38,35",0,205012310,,10,20110421,00009690,
033789037,DG,9957947,ATENOLOLO DOC*50CPR 100MG,0,0,"38,35",0,205012310,,10,20110421,00006020,
038534044,DG,9958322,BICALUTAMIDE DOC*28CPR RIV 50M,0,0,"38,35",0,205012310,,10,20110421,00029830,
038111035,DG,9958625,SUMATRIPTAN DOC*4CPR RIV 50MG,0,0,"38,35",0,205012310,,10,20120101,00006000,
038111213,DG,9958626,SUMATRIPTAN DOC*4CPR RIV 100MG,0,0,"38,35",0,205012310,,10,20120101,00013000,
038706040,DG,9959866,LISINOPRIL IDRO.DOC G.*14CPR,0,0,"38,35",0,205012310,,10,20151015,00002800,
038074175,DG,9960364,FOSINOPRIL DOC*14CPR 20MG,0,0,"38,35",0,205012310,,10,20151009,00003730,
038466037,DG,9960387,"VENLAFAXINA DOC*28CPS 37,5MGRP",0,0,"38,35",0,205012310,,10,20110421,00005600,
038534160,DG,9960398,BICALUTAMIDE DOC G*28CPR 150MG,0,0,"38,35",0,205012310,,10,20161014,00124000,
037770068,DG,9960666,PERINDOPRIL DOC*30CPR 4MG,0,0,"38,35",0,205012310,,10,20110421,00007140,
036571038,DG,9960847,CEFTAZIDIMA DOC*IM 1F1G+1F3ML,0,0,"38,35",0,205012310,,10,20150529,00004630,
038516023,DG,9962393,FOSFOMICINA DOC*AD OS 2BUST 3G,0,0,"38,35",0,205012310,,10,20111207,00006510,
038580027,DG,9963666,FLUVASTATINA DOCG*28CPR 80MG R,0,0,"38,35",0,205012310,,10,20230414,00008820,
038415016,DG,9964241,FINASTERIDE DOC 15CPR RIV 5MG,0,0,"38,35",0,205012310,,10,20211103,00007880,
038546038,DG,9964487,MIRTAZAPINA DOC*30CPR RIV 30MG,0,0,"38,35",0,205012310,,10,20110421,00016170,
038701090,DG,9964488,MIRTAZAPINA DOC*30CPR ORO 30MG,0,0,"38,35",0,205012310,,10,20110421,00016170,
038340028,DG,9964678,TOPIRAMATO DOC*60CPR RIV 25MG,0,0,"38,35",0,205012310,,10,20140413,00012500,
038340079,DG,9964679,TOPIRAMATO DOC*60CPR RIV 50MG,0,0,"38,35",0,205012310,,10,20140413,00020000,
038340129,DG,9964680,TOPIRAMATO DOC*60CPR RIV 100MG,0,0,"38,35",0,205012310,,10,20140413,00040000,
038340170,DG,9964681,TOPIRAMATO DOC*60CPR RIV 200MG,0,0,"38,35",0,205012310,,10,20140413,00075000,
032025037,DG,9911882,ISOSORBIDE M.DOC*30CPR 60MG RP,0,0,"38,35",0,205012310,,10,20110421,00006500,
034306050,DG,9912870,KETOPROFENE DOC*30CPS 50MG,0,0,"38,35",0,205012310,,10,20061001,00002650,
035054016,DG,9913304,METOPROLOLO DOC*50CPR 100MG,0,0,"38,35",0,205012310,,10,20110421,00003820,
035054030,DG,9913305,METOPROLOLO DOC*50CPR 200MG RP,0,0,"38,35",0,205012310,,10,20110101,00011750,
034788012,DG,9913887,SUCRALFATO DOC*GRAT 30BUST 2G,0,0,"38,35",0,205012310,,10,20110101,00005420,
035248018,DG,9914971,DICLOFENAC DOC*IM 5F 75MG/3ML,0,0,"38,35",0,205012310,,10,20110101,00002160,
034859037,DG,9920277,PIROXICAM DOC*IM 6F 20MG/ML,0,0,"38,35",0,205012310,,10,20110101,00003430,
035622024,DG,9920515,TERAZOSINA DOC*14CPR DIV 5MG,0,0,"38,35",0,205012310,,10,20120217,00003860,
035622012,DG,9920518,TERAZOSINA DOC*10CPR DIV 2MG,0,0,"38,35",0,205012310,,10,20120217,00002060,
035874015,DG,9923360,ITRACONAZOLO DOC*8CPS 100MG,0,0,"38,35",0,205012310,,10,20110421,00007500,
035944014,DG,9923704,GABAPENTIN DOC*50CPS 100MG,0,0,"38,35",0,205012310,,10,20111215,00006000,
035944026,DG,9923705,GABAPENTIN DOC*50CPS 300MG,0,0,"38,35",0,205012310,,10,20111215,00018000,
035944038,DG,9923706,GABAPENTIN DOC*30CPS 400MG,0,0,"38,35",0,205012310,,10,20111215,00012000,
035213040,DG,9923818,FUROSEMIDE DOC*30CPR 25MG,0,0,"38,35",0,205012310,,10,20110101,00001460,
035213014,DG,9924044,FUROSEMIDE DOC*20CPR 500MG,0,0,"38,35",0,205012310,,10,20110421,00012410,
034792010,DG,9924387,NAPROXENE SOD.DOC*30CPR 550MG,0,0,"38,35",0,205012310,,10,20110421,00005120,
036653018,DG,9924873,CITALOPRAM DOC*OS GTT FL 15ML,0,0,"38,35",0,205012310,,10,20110421,00007690,
032025049,DG,9924874,ISOSORBIDE M.DOC*30CPS 50MG RM,0,0,"38,35",0,205012310,,10,20110421,00006540,
036462012,DG,9925377,"CARVEDILOLO DOC*28CPR 6,25MG",0,0,"38,35",0,205012310,,10,20111207,00003620,
036462024,DG,9925378,CARVEDILOLO DOC*30CPR 25MG,0,0,"38,35",0,205012310,,10,20110421,00006060,
036528014,DG,9926789,GLICLAZIDE DOC*40CPR 80MG,0,0,"38,35",0,205012310,,10,20100619,00004030,
036266017,DG,9928157,CITALOPRAM DOC*28CPR RIV20MG,0,0,"38,35",0,205012310,,10,20110421,00006800,
034749097,DG,9928158,ENALAPRIL DOC*28CPR 5MG,0,0,"38,35",0,205012310,,10,20111005,00003090,
034749337,DG,9928159,ENALAPRIL DOC*14CPR 20MG,0,0,"38,35",0,205012310,,10,20151015,00002940,
036266029,DG,9928175,CITALOPRAM DOC*14CPR RIV40MG,0,0,"38,35",0,205012310,,10,20110421,00006800,
036802015,DG,9928735,AMOXIC.AC.CLAVUL.DOC*12CPR,0,0,"38,35",0,205012310,,10,20120229,00007900,
036802027,DG,9928736,AMOXIC.AC.CLAVUL.DOC*12BUST,0,0,"38,35",0,205012310,,10,20120229,00007900,
035800010,DG,9928940,CEFTRIAXONE DOC*IM 500MG/2ML,0,0,"38,35",0,205012310,,10,20110101,00003610,
035800034,DG,9928941,"CEFTRIAXONE DOC*IM 1G/3,5ML+F",0,0,"38,35",0,205012310,,10,20120311,00004960,
037007034,DG,9929045,"TAMSULOSINA DOC*20CPS 0,4MG RM",0,0,"38,35",0,205012310,,10,20111127,00004410,
036821371,DG,9930637,LAMOTRIGINA DOC*28CPR DISP 25M,0,0,"38,35",0,205012310,,10,20110421,00004730,
036821635,DG,9930639,LAMOTRIGINA DOC*56CPR DISP 50M,0,0,"38,35",0,205012310,,10,20110421,00016370,
036821991,DG,9930640,LAMOTRIGINA DOC*56CPR DISP 200,0,0,"38,35",0,205012310,,10,20110421,00050400,
036821852,DG,9930916,LAMOTRIGINA DOC*56CPR DISP 100,0,0,"38,35",0,205012310,,10,20110421,00029970,
036853012,DG,9930941,LANSOPRAZOLO DOC*14CPS 15MG,0,0,"38,35",0,205012310,,10,20151015,00003860,
036853036,DG,9930942,LANSOPRAZOLO DOC*14CPS 30MG,0,0,"38,35",0,205012310,,10,20151015,00006180,
035237015,DG,9931739,"CALCITRIOLO DOC*30CPS 0,25MCG",0,0,"38,35",0,205012310,,10,20100109,00004370,
035237027,DG,9931740,"CALCITRIOLO DOC*30CPS 0,50MCG",0,0,"38,35",0,205012310,,10,20100109,00007300,
036395010,DG,9932284,NIFEDIPINA DOC*14CPR 60MG R.P.,0,0,"38,35",0,205012310,,10,20110421,00008210,
036395022,DG,9932285,NIFEDIPINA DOC*14CPR 30MG R.P.,0,0,"38,35",0,205012310,,10,20110421,00005520,
035054028,DG,9932663,METOPROLOLO DOC*100CPR 100MG,0,0,"38,35",0,205012310,,10,20110421,00009000,
037718018,DG,9933042,CIPROFLOXACINA DOC*10CPR 250MG,0,0,"38,35",0,205012310,,10,20151212,00003520,
037718020,DG,9933043,CIPROFLOXACINA DOC*6CPR 500MG,0,0,"38,35",0,205012310,,10,20151212,00006130,
037718032,DG,9933044,CIPROFLOXACINA DOC*12CPR 750MG,0,0,"38,35",0,205012310,,10,20151212,00016630,
037397027,DG,9933555,DOXAZOSIN DOC*20CPR 4MG,0,0,"38,35",0,205012310,,10,20110421,00006480,
037397015,DG,9933556,DOXAZOSIN DOC*30CPR 2MG,0,0,"38,35",0,205012310,,10,20110421,00007430,
036874055,DG,9935178,PAROXETINA DOC*28CPR RIV 20MG,0,0,"38,35",0,205012310,,10,20151030,00006490,
036764013,DG,9935336,SERTRALINA DOC*15CPR RIV50MG,0,0,"38,35",0,205012310,,10,20110421,00004630,
036764025,DG,9935337,SERTRALINA DOC*30CPR RIV50MG,0,0,"38,35",0,205012310,,10,20110421,00006000,
038082020,DG,9944690,OMEPRAZOLO DO*14CPS GASTR 10MG,0,0,"38,35",0,205012310,,10,20151015,00003090,
038082285,DG,9944691,OMEPRAZOLO DO*14CPS GASTR 20MG,0,0,"38,35",0,205012310,,10,20151015,00005630,
036764037,DG,9944764,SERTRALINA DOC*15CPR RIV 100MG,0,0,"38,35",0,205012310,,10,20110421,00006000,
036764049,DG,9944765,SERTRALINA DOC*30CPR RIV 100MG,0,0,"38,35",0,205012310,,10,20110421,00011990,
045223017,DG,0128903,EZETIMIBE TEVA*30CPR 10MG,0,0,"38,35",0,205012310,,10,20180417,00021160,
040837130,DG,0129636,ESOMEPRAZOLO DOC*28CPR GAS20MG,0,0,"38,35",0,205012310,,10,20180413,00008420,
040837142,DG,0129637,ESOMEPRAZOLO DOC*28CPR GAS40MG,0,0,"38,35",0,205012310,,10,20180413,00010920,
044602011,DG,0131280,EZETIMIBE SIM DOC*30CPR10+10MG,0,0,"38,35",0,205012310,,10,20180717,00017100,
044602035,DG,0131281,EZETIMIBE SIM DOC*30CPR10+20MG,0,0,"38,35",0,205012310,,10,20180717,00017820,
044602050,DG,0131282,EZETIMIBE SIM DOC*30CPR10+40MG,0,0,"38,35",0,205012310,,10,20180717,00018400,
045832019,DG,0132201,OLMESARTAN AM DOC*28CPR 20+5MG,0,0,"38,35",0,205012310,,10,20180522,00009130,
045832033,DG,0132202,OLMESARTAN AM DOC*28CPR 40+5MG,0,0,"38,35",0,205012310,,10,20180522,00009130,
045832058,DG,0132203,OLMESARTAN AM DOC*28CPR40+10MG,0,0,"38,35",0,205012310,,10,20180522,00010000,
043019013,DG,0132566,SALMETEROLO FLUT TEVA IN 25+125,0,0,"38,35",0,205012310,,10,20190511,00030000,
043019025,DG,0132567,SALMETEROLO FLUT TEVA IN 25+250,0,0,"38,35",0,205012310,,10,20191011,00040000,
035622048,DG,0134513,TERAZOSINA DOC*28CPR DIV 5MG,0,0,"38,35",0,205012310,,10,20180310,00005510,
044678011,DG,0134782,ESOMEPRAZOLO DOC*14CPS GAS20MG,0,0,"38,35",0,205012310,,10,20181005,00005880,
044678050,DG,0134783,ESOMEPRAZOLO DOC*28CPS GAS20MG,0,0,"38,35",0,205012310,,10,20180519,00008420,
034749251,DG,0135616,ENALAPRIL DOC*28CPR 20MG,0,0,"38,35",0,205012310,,10,20190217,00004810,
037741028,DG,0135617,"ENALAPRIL ID DOC*28CPR 20+12,5",0,0,"38,35",0,205012310,,10,20190217,00007210,
044802039,DG,0135618,RAMIPRIL AML DOC*28CPS 5+5MG,0,0,"38,35",0,205012310,,10,20170820,00005830,
044802054,DG,0135619,RAMIPRIL AML DOC*28CPS 5+10MG,0,0,"38,35",0,205012310,,10,20170820,00007670,
044802078,DG,0135620,RAMIPRIL AML DOC*28CPS 10+5MG,0,0,"38,35",0,205012310,,10,20170820,00006880,
044802092,DG,0135621,RAMIPRIL AML DOC*28CPS 10+10MG,0,0,"38,35",0,205012310,,10,20170820,00008710,
038060024,DG,0135936,LISINOPRIL DOC*28CPR 5MG,0,0,"38,35",0,205012310,,10,20190217,00003450,
038060075,DG,0135937,LISINOPRIL DOC*28CPR 20MG,0,0,"38,35",0,205012310,,10,20200124,00005270,
044672020,DG,0140015,"IVABRADINA DOC*56CPR RIV 2,5MG",0,0,"38,35",0,205012310,,10,20181211,00009900,
045140011,DG,0140016,ATORVASTATINA DOC 30CPR RIV 10MG,0,0,"38,35",0,205012310,,10,20180828,00004350,
045140023,DG,0140017,ATORVASTATINA DOC*30CPR 20MG,0,0,"38,35",0,205012310,,10,20180828,00007960,
045140047,DG,0140018,ATORVASTATINA DOC 30CPR RIV 40MG,0,0,"38,35",0,205012310,,10,20180828,00009560,
045140062,DG,0140019,ATORVASTATINA 30 CPR RIV 80MG,0,0,"38,35",0,205012310,,10,20180828,00013000,
040681037,DG,0143893,RABEPRAZOLO DOC*28CPR GASTR 10,0,0,"38,35",0,205012310,,10,20181023,00004810,
040681049,DG,0143894,RABEPRAZOLO DOC*28CPR GASTR 20,0,0,"38,35",0,205012310,,10,20181023,00008840,
044678062,DG,0148959,ESOMEPRAZOLO DOC*28CPS GAS40MG,0,0,"38,35",0,205012310,,10,20180519,00010920,
044678035,DG,0148960,ESOMEPRAZOLO DOC*14CPS GAS40MG,0,0,"38,35",0,205012310,,10,20181005,00007640,
045140035,DG,0150940,COLEAMA*30CPR RIV 30MG,0,0,"38,35",0,205012310,,10,20180828,00007160,
045140050,DG,0150941,COLEAMA*30CPR RIV 60MG,0,0,"38,35",0,205012310,,10,20200512,00009900,
046222016,DG,0152204,LEVETIRACETAM DOC*OS150ML+S1ML,0,0,"38,35",0,205012310,,10,20190314,00025320,
046222028,DG,0152205,LEVETIRACETAM DOC*OS150ML+S3ML,0,0,"38,35",0,205012310,,10,20190314,00025320,
046222030,DG,0152206,LEVETIRACETAM DOC*OS300ML+1SIR,0,0,"38,35",0,205012310,,10,20190314,00037970,
034105015,DG,9897349,NIFEDIPINA DOC 50CPS R.P.,0,0,"38,35",0,205012310,,10,20110421,00005630,
033581024,DG,9897350,DILTIAZEM DOC*24 CPR 120 MG,0,0,"38,35",0,205012310,,10,20110421,00005210,
033581048,DG,9897351,DILTIAZEM DOC*14 CPR 300 MG,0,0,"38,35",0,205012310,,10,20110421,00006640,
034391021,DG,9900087,PIPERACILLINA DOC 2GR 1FL,0,0,"38,35",0,205012310,,10,20110101,00005360,
034287045,DG,9900088,CEFACLOR DOC GRAN 250/5MG 100ML,0,0,"38,35",0,205012310,,10,20110101,00007680,
034167027,DG,9900089,"ATENOLOLO CLOR DOC 50+12,5MG CPR",0,0,"38,35",0,205012310,,10,20110421,00002780,
034167015,DG,9900090,ATENOLOLO CLOR DOC 100+25MG CPR,0,0,"38,35",0,205012310,,10,20110421,00005270,
034080022,DG,9900091,GEMFIBROZIL DOC*20 CPR 900 MG,0,0,"38,35",0,205012310,,10,20110421,00005580,
034080010,DG,9900092,GEMFIBROZIL DOC*30 CPR 600 MG,0,0,"38,35",0,205012310,,10,20110421,00006400,
034079018,DG,9900401,PROPAFENONE DOC 30CPS 150MG,0,0,"38,35",0,205012310,,10,20110421,00003540,
034079020,DG,9900402,PROPAFENONE DOC 30CPS 300MG,0,0,"38,35",0,205012310,,10,20110421,00006460,
034471019,DG,9902805,RANITIDINA DOC 20 CPR 150 MG,0,0,"38,35",0,205012310,,10,20111207,00003290,
034471021,DG,9902806,RANITIDINA DOC 20 CPR 300 MG,0,0,"38,35",0,205012310,,10,20111207,00007420,
033789025,DG,9909484,ATENOLOLO DOC*42CPR 100MG,0,0,"38,35",0,205012310,,10,20110421,00005530,
033555032,DG,9909635,FLUOXETINA DOC*28CPS 20MG,0,0,"38,35",0,205012310,,10,20110421,00006100,
034306098,DG,9909636,KETOPROFENE DOC*30CPS 200MG RP,0,0,"38,35",0,205012310,,10,20120323,00008980,
034799015,DG,9910654,CALC CAR/VIT.D3 DOC*OS 30 BS,0,0,"38,35",0,205012310,,10,20120323,00004230,
032025013,DG,9911880,ISOSORBIDE DOC*20MG 50 CPR,0,0,"38,35",0,205012310,,10,20110421,00003230,
032025025,DG,9911881,ISOSORBIDE DOC*40MG 30 CPR,0,0,"38,35",0,205012310,,10,20110421,00003770,
044157028,DG,0109903,ZOFENOPRIL DOC*28CPR RIV 30MG,0,0,"38,35",0,205012310,,10,20170218,00008890,
043487014,DG,0110360,BRIMOTON*COLL 5ML 2MG/ML,0,0,"38,35",0,205012310,,10,20160609,00004500,
040837116,DG,0113524,ESOMEPRAZOLO DOC*14CPR GAS20MG,0,0,"38,35",0,205012310,,10,20170915,00005880,
040274045,DG,0113624,ACIDO FOLICO DOC*60CPR 5MG,0,0,"38,35",0,205012310,,10,20200214,00005950,
043720046,DG,0114006,PANTOPRAZOLO DOC*14CPR 40MG,0,0,"38,35",0,205012310,,10,20160316,00007300,
043720061,DG,0114007,PANTOPRAZOLO DOC*14CPR 20MG,0,0,"38,35",0,205012310,,10,20170512,00003940,
037654011,DG,0114924,CETIRIZINA DOC*20CPR RIV 10MG,0,0,"38,35",0,205012310,,10,20170519,00003600,
042865028,DG,0114931,"TRAVIOP*COLL30FL0,1ML40MCG/ML",0,0,"32,35",0,205012310,,10,20170527,00010610,
042453011,DG,0114932,"TRAVOPROST DOC*COLL 1FL 2,5ML",0,0,"38,35",0,205012310,,10,20170527,00010610,
043674023,DG,0087846,PREGABALIN DOC G*21CPS 50MG,"10,67",0,0,0,205012310,,10,20250101,00019200,
044161014,DG,0115052,PERINDOPRIL AML DO*30CPR 4+5MG,0,0,"38,35",0,205012310,,10,20170601,00008940,
044161026,DG,0115053,PERINDOPRIL AML DO*30CPR4+10MG,0,0,"38,35",0,205012310,,10,20170601,00008940,
044161038,DG,0115054,PERINDOPRIL AML DO*30CPR 8+5MG,0,0,"38,35",0,205012310,,10,20170601,00009330,
044161040,DG,0115055,PERINDOPRIL AML DO*30CPR8+10MG,0,0,"38,35",0,205012310,,10,20170601,00010560,
044922021,DG,0115402,"OLMESARTAN ID DOC*28CPR20+12,5",0,0,"38,35",0,205012310,,10,20170602,00007330,
044922084,DG,0115403,OLMESARTAN ID DOC*28CPR20+25MG,0,0,"38,35",0,205012310,,10,20170602,00007330,
044922146,DG,0115404,"OLMESARTAN ID DOC*28CPR40+12,5",0,0,"38,35",0,205012310,,10,20170602,00007330,
044922209,DG,0115405,OLMESARTAN ID DOC*28CPR40+25MG,0,0,"38,35",0,205012310,,10,20170602,00007330,
038082044,DG,0115415,OMEPRAZOLO DOC*28CPS 10MG,0,0,"38,35",0,205012310,,10,20220216,00004640,
038082309,DG,0115416,OMEPRAZOLO DOC*28CPS 20MG,0,0,"38,35",0,205012310,,10,20170530,00008450,
040837128,DG,0116756,ESOMEPRAZOLO DOC*14CPR GAS40MG,0,0,"38,35",0,205012310,,10,20170915,00007640,
043688011,DG,0116758,ETORICOXIB DOC*20CPR RIV 60MG,0,0,"38,35",0,205012310,,10,20170709,00009010,
043688023,DG,0116759,ETORICOXIB DOC*20CPR RIV 90MG,0,0,"38,35",0,205012310,,10,20170709,00009590,
043688035,DG,0116760,ETORICOXIB DOC*5CPR RIV 120MG,0,0,"38,35",0,205012310,,10,20170709,00002740,
043553039,DG,0116761,LEVODOPA CAR ENT DO*100CPR100M,0,0,"38,35",0,205012310,,10,20170806,00053000,
043553054,DG,0116762,LEVODOPA CAR ENT DO*100CPR150M,0,0,"38,35",0,205012310,,10,20170806,00053000,
042373100,DG,0117259,"SEVELAMER DOC*OSPOLV60BUST2,4G",0,0,"38,35",0,205012310,,10,20170622,00128980,
